Date,Concatenate,Day,Month,Year,Band,Headline,Support,Venue,Notes
1 October 1997,On this day in 1997 Mike saw Idlewild at Sheffield Leadmill,1,10,1997,Idlewild,Idlewild,,Sheffield Leadmill,
2 October 1993,"On this day in 1993 Mike saw Breeders supported by Urge Overkill, Luscious Jackson at Manchester Academy",2,10,1993,Breeders,The Breeders,"Urge Overkill, Luscious Jackson",Manchester Academy,
2 October 2005,On this day in 2005 Mike saw Telescopes supported by Sonic Boom at Nottingham - The Social,2,10,2005,Telescopes,The Telescopes,Sonic Boom,Nottingham - The Social,
2 October 2016,On this day in 2016 Mike saw Kills at Nottingham Rock City,2,10,2016,Kills,The Kills,,Nottingham Rock City,
3 October 1982,On this day in 1982 Mike saw AC/DC supported by Y & T at Manchester Apollo (Mike's first gig),3,10,1982,AC/DC,AC/DC,Y & T,Manchester Apollo,Mike's first gig
3 October 1992,On this day in 1992 Mike saw Fall at Manchester Free Trade Hall,3,10,1992,Fall,The Fall,,Manchester Free Trade Hall,
4 October 1991,"On this day in 1991 Mike saw Family Cat supported by Sharon, Present from Margate at Cannock St Mary's",4,10,1991,Family Cat,The Family Cat,"Sharon, Present from Margate",Cannock St Mary's,
4 October 1994,On this day in 1994 Mike saw Blur at Cambridge Corn Exchange,4,10,1994,Blur,Blur,,Cambridge Corn Exchange,
4 October 1995,"On this day in 1995 Mike saw Bob Tilton supported by Diminished, Polaris at Cambridge Boat Race",4,10,1995,Bob Tilton,Bob Tilton,"Diminished, Polaris",Cambridge Boat Race,
4 October 2004,On this day in 2004 Mike saw Wonderstuff supported by Dharma Drive at Nottingham Rock City,4,10,2004,Wonderstuff,The Wonderstuff,Dharma Drive,Nottingham Rock City,
5 October 1990,"On this day in 1990 Mike saw Cud supported by Poppinjays, Bungalow at University of London (ULU)",5,10,1990,Cud,Cud,"Poppinjays, Bungalow",University of London (ULU),
5 October 1994,On this day in 1994 Mike saw New Cranes at Cambridge Boat Race,5,10,1994,New Cranes,New Cranes,,Cambridge Boat Race,
5 October 2006,"On this day in 2006 Mike saw Maximo Park supported by Love is All, Hot Club de Paris at Birmingham Carling Academy ",5,10,2006,Maximo Park,Maximo Park,"Love is All, Hot Club de Paris",Birmingham Carling Academy ,
5 October 2007,On this day in 2007 Mike saw Brakes supported by Xcerts at Derby Victoria Inn,5,10,2007,Brakes,Brakes,Xcerts,Derby Victoria Inn,
5 October 2014,On this day in 2014 Mike saw Kylie Minogue at Nottingham Arena,5,10,2014,Kylie Minogue,Kylie Minogue,,Nottingham Arena,
5 October 2019,On this day in 2019 Mike saw Fighters Foo at Mountsorrel Memorial Centre,5,10,2019,Fighters Foo,Fighters Foo,,Mountsorrel Memorial Centre,
6 October 1990,On this day in 1990 Mike saw Cud supported by Bungalow at Cambridge - The Junction,6,10,1990,Cud,Cud,Bungalow,Cambridge - The Junction,
6 October 1992,"On this day in 1992 Mike saw Pop Will Eat Itself supported by Scorpio Rising, Sweet Jesus at Cambridge Corn Exchange",6,10,1992,Pop Will Eat Itself,Pop Will Eat Itself,"Scorpio Rising, Sweet Jesus",Cambridge Corn Exchange,
6 October 1995,"On this day in 1995 Mike saw Boo Radleys supported by Electrafixion, Coast at Cambridge Corn Exchange",6,10,1995,Boo Radleys,Boo Radleys,"Electrafixion, Coast",Cambridge Corn Exchange,
8 October 2003,On this day in 2003 Mike saw Undertones at Leicester - The Charlotte,8,10,2003,Undertones,The Undertones,,Leicester - The Charlotte,
8 October 2006,On this day in 2006 Mike saw Rapture at Nottingham Rescue Rooms,8,10,2006,Rapture,The Rapture,,Nottingham Rescue Rooms,
9 October 1990,On this day in 1990 Mike saw Mega City Four supported by Drive at Cambridge - The Junction,9,10,1990,Mega City Four,Mega City Four,Drive,Cambridge - The Junction,
9 October 1992,"On this day in 1992 Mike saw Gallon Drunk supported by Th' Faith Healers, Mambo Taxis at University of London (ULU)",9,10,1992,Gallon Drunk,Gallon Drunk,"Th' Faith Healers, Mambo Taxis",University of London (ULU),
9 October 2009,On this day in 2009 Mike saw Pixies supported by Dinosaur Pile Up at Brixton Academy,9,10,2009,Pixies,The Pixies,Dinosaur Pile Up,Brixton Academy,
10 October 1991,On this day in 1991 Mike saw Cranes supported by Moonshake at Cambridge - The Junction,10,10,1991,Cranes,The Cranes,Moonshake,Cambridge - The Junction,
10 October 1992,On this day in 1992 Mike saw 3½ Minutes supported by Post at Camden Falcon,10,10,1992,3½ Minutes,3½ Minutes,Post,Camden Falcon,
10 October 1994,On this day in 1994 Mike saw Manic Street Preachers supported by Sleeper at Cambridge Corn Exchange,10,10,1994,Manic Street Preachers,Manic Street Preachers,Sleeper,Cambridge Corn Exchange,
10 October 1996,On this day in 1996 Mike saw Divine Comedy supported by Frank & Walters at Cambridge - The Junction,10,10,1996,Divine Comedy,The Divine Comedy,Frank & Walters,Cambridge - The Junction,
11 October 1989,On this day in 1989 Mike saw Ramones supported by Almighty at London Town & Country Club,11,10,1989,Ramones,The Ramones,Almighty,London Town & Country Club,
11 October 1995,"On this day in 1995 Mike saw Mega City Four supported by Cottonmouth, Chuck at Cambridge Boat Race",11,10,1995,Mega City Four,Mega City Four,"Cottonmouth, Chuck",Cambridge Boat Race,
12 October 1991,"On this day in 1991 Mike saw Chapterhouse supported by Five Thirty, The Belltower at Cambridge - The Junction",12,10,1991,Chapterhouse,Chapterhouse,"Five Thirty, The Belltower",Cambridge - The Junction,
12 October 1992,On this day in 1992 Mike saw Cud supported by Family Cat at Leicester University,12,10,1992,Cud,Cud,Family Cat,Leicester University,
12 October 1995,"On this day in 1995 Mike saw Sleeper supported by 60 Foot Dolls, The Wannadies at Ipswich Corn Exchange",12,10,1995,Sleeper,Sleeper,"60 Foot Dolls, The Wannadies",Ipswich Corn Exchange,
12 October 2005,On this day in 2005 Mike saw Tom Vek at Nottingham Rescue Rooms,12,10,2005,Tom Vek,Tom Vek,,Nottingham Rescue Rooms,
13 October 1994,"On this day in 1994 Mike saw Pop Will Eat Itself supported by Compulsion, Blaggers ITA, Headless Chickens at Cambridge Corn Exchange",13,10,1994,Pop Will Eat Itself,Pop Will Eat Itself,"Compulsion, Blaggers ITA, Headless Chickens",Cambridge Corn Exchange,
13 October 2007,"On this day in 2007 Mike saw Editors supported by Ra Ra Riot, The Kissaway Trail at Birmingham Carling Academy ",13,10,2007,Editors,Editors,"Ra Ra Riot, The Kissaway Trail",Birmingham Carling Academy ,
14 October 1989,On this day in 1989 Mike saw Mighty Lemon Drops supported by Family Cat at London Dominion Theatre,14,10,1989,Mighty Lemon Drops,Mighty Lemon Drops,Family Cat,London Dominion Theatre,
14 October 1997,On this day in 1997 Mike saw Echo & the Bunnymen at Nottingham Rock City,14,10,1997,Echo & the Bunnymen,Echo & the Bunnymen,,Nottingham Rock City,
14 October 2008,On this day in 2008 Mike saw Courteeners at Nottingham Rock City,14,10,2008,Courteeners,The Courteeners,,Nottingham Rock City,
14 October 2014,On this day in 2014 Mike saw Eagulls at Leicester The Cookie,14,10,2014,Eagulls,Eagulls,,Leicester The Cookie,
14 October 2016,On this day in 2016 Mike saw Feeder at Nottingham Rock City,14,10,2016,Feeder,Feeder,,Nottingham Rock City,
15 October 1991,On this day in 1991 Mike saw Cud supported by Family Cat at Cambridge - The Junction,15,10,1991,Cud,Cud,Family Cat,Cambridge - The Junction,
15 October 1992,On this day in 1992 Mike saw Pogues supported by Joe Strummer at Cambridge Corn Exchange,15,10,1992,Pogues,The Pogues,Joe Strummer,Cambridge Corn Exchange,
15 October 2006,On this day in 2006 Mike saw Lemonheads supported by 747s at Nottingham Rock City,15,10,2006,Lemonheads,Lemonheads,747s,Nottingham Rock City,
15 October 2014,On this day in 2014 Mike saw History of Apple Pie at Islington The Lexington,15,10,2014,History of Apple Pie,The History of Apple Pie,,Islington The Lexington,
16 October 1990,On this day in 1990 Mike saw Ned's Atomic Dustbin supported by Scorpio Rising at Cambridge Corn Exchange,16,10,1990,Ned's Atomic Dustbin,Ned's Atomic Dustbin,Scorpio Rising,Cambridge Corn Exchange,
16 October 2003,On this day in 2003 Mike saw Futureheads at Leicester - The Charlotte,16,10,2003,Futureheads,,,Leicester - The Charlotte,
16 October 2013,On this day in 2013 Mike saw Johnny Marr at Nottingham Rock City,16,10,2013,Johnny Marr,Johnny Marr,,Nottingham Rock City,
17 October 1990,On this day in 1990 Mike saw That Petrol Emotion supported by Honeychild at Brixton The Fridge (Mike's 100th gig),17,10,1990,That Petrol Emotion,That Petrol Emotion,Honeychild,Brixton The Fridge,Mike's 100th gig
17 October 1992,On this day in 1992 Mike saw Frank & Walters supported by Radiohead at Cambridge - The Junction,17,10,1992,Frank & Walters,The Frank & Walters,Radiohead,Cambridge - The Junction,
18 October 1991,On this day in 1991 Mike saw Family Cat supported by Jesus Time Share Experience at Kidderminster Market Tavern,18,10,1991,Family Cat,The Family Cat,Jesus Time Share Experience,Kidderminster Market Tavern,
18 October 1992,"On this day in 1992 Mike saw Cud supported by Family Cat, Family Go Town at London Town & Country Club",18,10,1992,Cud,Cud,"Family Cat, Family Go Town",London Town & Country Club,
19 October 1990,"On this day in 1990 Mike saw Buffalo Tom supported by Swervedriver, HP Zinker at London Astoria",19,10,1990,Buffalo Tom,Buffalo Tom,"Swervedriver, HP Zinker",London Astoria,
19 October 2006,On this day in 2006 Mike saw Boy Kill Boy at Birmingham Irish Centre,19,10,2006,Boy Kill Boy,Boy Kill Boy,,Birmingham Irish Centre,
20 October 1990,On this day in 1990 Mike saw Pixies supported by Barkmarket at Brixton Academy,20,10,1990,Pixies,The Pixies,Barkmarket,Brixton Academy,
20 October 1994,"On this day in 1994 Mike saw Pop Will Eat Itself supported by Compulsion, Blaggers ITA at Leicester De Montfort University",20,10,1994,Pop Will Eat Itself,Pop Will Eat Itself,"Compulsion, Blaggers ITA",Leicester De Montfort University,
20 October 2018,On this day in 2018 Mike saw Echo & the Bunnymen at Northampton Derngate Theatre,20,10,2018,Echo & the Bunnymen,Echo & the Bunnymen,,Northampton Derngate Theatre,
21 October 1989,On this day in 1989 Mike saw Sugarcubes supported by Ham at Birmingham Hummingbird,21,10,1989,Sugarcubes,The Sugarcubes,Ham,Birmingham Hummingbird,
21 October 1992,On this day in 1992 Mike saw 3½ Minutes supported by Calamity Clive and the Automatic Tomato Peelers at Cambridge Boat Race,21,10,1992,3½ Minutes,3½ Minutes,Calamity Clive and the Automatic Tomato Peelers,Cambridge Boat Race,
21 October 2014,On this day in 2014 Mike saw Johnny Marr supported by Childhood at Cambridge Corn Exchange,21,10,2014,Johnny Marr,Johnny Marr,Childhood,Cambridge Corn Exchange,
21 October 2015,On this day in 2015 Mike saw Ride at Nottingham Rock City,21,10,2015,Ride,Ride,,Nottingham Rock City,
21 October 2017,On this day in 2017 Mike saw Cud at Leicester The Soundhouse,21,10,2017,Cud,Cud,,Leicester The Soundhouse,
22 October 1990,"On this day in 1990 Mike saw Heart Throbs supported by Popinjays, Bardots at Cambridge - The Junction",22,10,1990,Heart Throbs,The Heart Throbs,"Popinjays, Bardots",Cambridge - The Junction,
22 October 2001,On this day in 2001 Mike saw Beachbuggy supported by Venus at Leicester - The Charlotte,22,10,2001,Beachbuggy,Beachbuggy,Venus,Leicester - The Charlotte,
22 October 2003,On this day in 2003 Mike saw Snow Patrol at Leicester - The Charlotte,22,10,2003,Snow Patrol,Snow Patrol,,Leicester - The Charlotte,
23 October 1991,On this day in 1991 Mike saw Th' Faith Healers at Bristol Fleece & Firkin,23,10,1991,Th' Faith Healers,Th' Faith Healers,,Bristol Fleece & Firkin,
23 October 2002,On this day in 2002 Mike saw Fugazi at Nottingham Rock City,23,10,2002,Fugazi,Fugazi,,Nottingham Rock City,
23 October 2006,On this day in 2006 Mike saw Raconteurs at Nottingham Rock City,23,10,2006,Raconteurs,The Raconteurs,,Nottingham Rock City,
23 October 2009,On this day in 2009 Mike saw Editors at Nottingham Rock City,23,10,2009,Editors,Editors,,Nottingham Rock City,
23 October 2021,On this day in 2021 Mike saw Cud at Leicester The Soundhouse,23,10,2021,Cud,Cud,,Leicester The Soundhouse,
24 October 1993,On this day in 1993 Mike saw Family Cat supported by Me at Birmingham Edwards No. 8,24,10,1993,Family Cat,The Family Cat,Me,Birmingham Edwards No. 8,
24 October 2004,"On this day in 2004 Mike saw Franz Ferdinand supported by Kills at De Montfort Hall, Leicester",24,10,2004,Franz Ferdinand,Franz Ferdinand,Kills,"De Montfort Hall, Leicester",
24 October 2007,On this day in 2007 Mike saw Forward Russia at Leicester - The Charlotte,24,10,2007,Forward Russia,,,Leicester - The Charlotte,
25 October 2007,"On this day in 2007 Mike saw Editors supported by Ra Ra Riot, The Kissaway Trail at Nottingham Rock City",25,10,2007,Editors,Editors,"Ra Ra Riot, The Kissaway Trail",Nottingham Rock City,
25 October 2018,On this day in 2018 Mike saw Goat Girl at Nottingham Rescue Rooms,25,10,2018,Goat Girl,Goat Girl,,Nottingham Rescue Rooms,
26 October 1990,On this day in 1990 Mike saw Becketts supported by Basinger at Camden Falcon,26,10,1990,Becketts,The Becketts,Basinger,Camden Falcon,
26 October 1991,On this day in 1991 Mike saw Lush supported by Gallon Drunk at Cambridge - The Junction,26,10,1991,Lush,Lush,Gallon Drunk,Cambridge - The Junction,
26 October 1996,On this day in 1996 Mike saw Urusei Yatsura supported by Elcka at Leicester - The Charlotte,26,10,1996,Urusei Yatsura,Urusei Yatsura,Elcka,Leicester - The Charlotte,
26 October 2011,On this day in 2011 Mike saw Horrors supported by Toy at Nottingham Rock City,26,10,2011,Horrors,The Horrors,Toy,Nottingham Rock City,
26 October 2019,On this day in 2019 Mike saw Brix and the Extricated at Leicester The Cookie,26,10,2019,Brix and the Extricated,Brix and the Extricated,,Leicester The Cookie,
27 October 1989,On this day in 1989 Mike saw Frank Sidebottom supported by Belle Vue at Kenton The Plough,27,10,1989,Frank Sidebottom,Frank Sidebottom,Belle Vue,Kenton The Plough,
27 October 1990,"On this day in 1990 Mike saw Ride supported by Slowdive, Bleach at London Town & Country Club",27,10,1990,Ride,Ride,"Slowdive, Bleach",London Town & Country Club,
27 October 1996,On this day in 1996 Mike saw Sebadoh supported by Quickspace Supersport at Birmingham The Foundry,27,10,1996,Sebadoh,Sebadoh,Quickspace Supersport,Birmingham The Foundry,
27 October 2008,On this day in 2008 Mike saw Feeder at Nottingham Rock City,27,10,2008,Feeder,Feeder,,Nottingham Rock City,
27 October 2009,On this day in 2009 Mike saw Morrissey supported by Kick & the Dolls at London Royal Albert Hall,27,10,2009,Morrissey,Morrissey,Kick & the Dolls,London Royal Albert Hall,
27 October 2018,On this day in 2018 Mike saw Cud supported by Jack Adaptor at Leicester - The Shed,27,10,2018,Cud,Cud,Jack Adaptor,Leicester - The Shed,
28 October 2004,"On this day in 2004 Mike saw Bloc Party supported by New Rhodes, Tom Vek at Nottingham Rescue Rooms",28,10,2004,Bloc Party,Bloc Party,"New Rhodes, Tom Vek",Nottingham Rescue Rooms,
28 October 2007,On this day in 2007 Mike saw Wedding Present at Nottingham Rock City,28,10,2007,Wedding Present,The Wedding Present,,Nottingham Rock City,
28 October 2011,On this day in 2011 Mike saw Arctic Monkeys supported by Vaccines at Nottingham Arena,28,10,2011,Arctic Monkeys,Arctic Monkeys,Vaccines,Nottingham Arena,
28 October 2013,On this day in 2013 Mike saw Cult supported by Bo Ningen at Nottingham Rock City,28,10,2013,Cult,The Cult,Bo Ningen,Nottingham Rock City,
29 October 1990,On this day in 1990 Mike saw Darling Buds supported by Caretaker Race at Cambridge - The Junction,29,10,1990,Darling Buds,Darling Buds,Caretaker Race,Cambridge - The Junction,
29 October 1998,On this day in 1998 Mike saw Ash supported by Idlewild at Leicester De Montfort Hall,29,10,1998,Ash,Ash,Idlewild,Leicester De Montfort Hall,
29 October 2013,On this day in 2013 Mike saw Lloyd Cole at Nottingham Glee Club,29,10,2013,Lloyd Cole,Lloyd Cole,,Nottingham Glee Club,
30 October 2006,"On this day in 2006 Mike saw New Rhodes supported by Swound, The Yarns at Leicester - The Charlotte",30,10,2006,New Rhodes,New Rhodes,"Swound, The Yarns",Leicester - The Charlotte,
30 October 2014,On this day in 2014 Mike saw Cud supported by Jack Adaptor at London Hoxton Bar & Grill,30,10,2014,Cud,Cud,Jack Adaptor,London Hoxton Bar & Grill,
30 October 2016,On this day in 2016 Mike saw Lloyd Cole at Nottingham Glee Club,30,10,2016,Lloyd Cole,Lloyd Cole,,Nottingham Glee Club,
31 October 1991,"On this day in 1991 Mike saw Gallon Drunk supported by Gallon Drunk, Johnson Family at London Town & Country Club",31,10,1991,Gallon Drunk,The Cramps,"Gallon Drunk, Johnson Family",London Town & Country Club,
31 October 2007,On this day in 2007 Mike saw Arcade Fire at Nottingham Arena,31,10,2007,Arcade Fire,Arcade Fire,,Nottingham Arena,
1 November 1989,On this day in 1989 Mike saw Wedding Present supported by Thrilled Skinny at London Kilburn National,1,11,1989,Wedding Present,The Wedding Present,Thrilled Skinny,London Kilburn National,
2 November 1991,On this day in 1991 Mike saw Family Cat at Camden Underworld,2,11,1991,Family Cat,The Family Cat,,Camden Underworld,
2 November 2018,On this day in 2018 Mike saw Killing Joke at Nottingham Rock City,2,11,2018,Killing Joke,Killing Joke,,Nottingham Rock City,
3 November 2018,On this day in 2018 Mike saw Brix and the Extricated supported by Echolocation at Leicester The Cookie,3,11,2018,Brix and the Extricated,Brix and the Extricated,Echolocation,Leicester The Cookie,
4 November 1993,"On this day in 1993 Mike saw Family Cat supported by Bullets and Blue Eyes, Wishplants, Catfish, President Bush at Northampton Roadmenders",4,11,1993,Family Cat,The Family Cat,"Bullets and Blue Eyes, Wishplants, Catfish, President Bush",Northampton Roadmenders,
4 November 2006,On this day in 2006 Mike saw We are Scientists at Nottingham Rock City,4,11,2006,We are Scientists,We are Scientists,,Nottingham Rock City,
4 November 2016,On this day in 2016 Mike saw Brix and the Extricated supported by Jesuscarfish at Leicester - The Musician,4,11,2016,Brix and the Extricated,Brix and the Extricated,Jesuscarfish,Leicester - The Musician,
5 November 1996,"On this day in 1996 Mike saw Delgados supported by Magoo, Hoffman at Cambridge Boat Race",5,11,1996,Delgados,The Delgados,"Magoo, Hoffman",Cambridge Boat Race,
5 November 2021,"On this day in 2021 Mike saw Elvana at Leicester University, The Scholar",5,11,2021,Elvana,Elvana,,"Leicester University, The Scholar",
6 November 1992,On this day in 1992 Mike saw Pagan Billy at Cambridge Catholic Club,6,11,1992,Pagan Billy,Pagan Billy,,Cambridge Catholic Club,
6 November 2007,On this day in 2007 Mike saw Pigeon Detectives at Nottingham Rock City,6,11,2007,Pigeon Detectives,The Pigeon Detectives,,Nottingham Rock City,
6 November 2013,On this day in 2013 Mike saw Savages at Kentish Town - The Forum,6,11,2013,Savages,Savages,,Kentish Town - The Forum,
7 November 1990,"On this day in 1990 Mike saw Blur supported by Parachute Men, I Thought I Told You at Cambridge - The Junction",7,11,1990,Blur,Blur,"Parachute Men, I Thought I Told You",Cambridge - The Junction,
8 November 1993,On this day in 1993 Mike saw Family Cat supported by Me at Leicester - The Charlotte,8,11,1993,Family Cat,The Family Cat,Me,Leicester - The Charlotte,
9 November 1989,"On this day in 1989 Mike saw House of Love supported by Lush, Something Pretty Beautiful at London Town & Country Club",9,11,1989,House of Love,House of Love,"Lush, Something Pretty Beautiful",London Town & Country Club,
9 November 1993,On this day in 1993 Mike saw Th' Faith Healers supported by Voodoo Queens at Cambridge Boat Race,9,11,1993,Th' Faith Healers,Th' Faith Healers,Voodoo Queens,Cambridge Boat Race,
9 November 2007,On this day in 2007 Mike saw Sex Pistols at Brixton Academy,9,11,2007,Sex Pistols,The Sex Pistols,,Brixton Academy,
9 November 2018,On this day in 2018 Mike saw Jane Weaver supported by Mia La Metta at Nottingham Arts Theatre,9,11,2018,Jane Weaver,Jane Weaver,Mia La Metta,Nottingham Arts Theatre,
10 November 1992,"On this day in 1992 Mike saw Rockingbirds supported by Bad Livers, Blammo at Cambridge - The Junction",10,11,1992,Rockingbirds,The Rockingbirds,"Bad Livers, Blammo",Cambridge - The Junction,
10 November 2016,On this day in 2016 Mike saw House of Love at Leicester - The Musician,10,11,2016,House of Love,House of Love,,Leicester - The Musician,
10 November 2018,"On this day in 2018 Mike saw House of Love supported by Thousand Yard Stare, Martin Carr at Camden Roundhouse",10,11,2018,House of Love,House of Love,"Thousand Yard Stare, Martin Carr",Camden Roundhouse,
11 November 1989,"On this day in 1989 Mike saw Jesus and Mary Chain supported by Perfect Disaster, See See Rider, Critical Mass at Brixton Academy",11,11,1989,Jesus and Mary Chain,Jesus & Mary Chain,"Perfect Disaster, See See Rider, Critical Mass",Brixton Academy,
11 November 1990,On this day in 1990 Mike saw Pale Saints supported by Edsel Auctioneer at Peterborough Cresset,11,11,1990,Pale Saints,Pale Saints,Edsel Auctioneer,Peterborough Cresset,
11 November 1993,On this day in 1993 Mike saw Hawkwind at Cambridge - The Junction,11,11,1993,Hawkwind,Hawkwind,,Cambridge - The Junction,
11 November 2007,On this day in 2007 Mike saw We are Scientists supported by Cinematics at Leicester University,11,11,2007,We are Scientists,We are Scientists,Cinematics,Leicester University,
11 November 2014,On this day in 2014 Mike saw Levellers supported by Selecter at Nottingham Rock City,11,11,2014,Levellers,The Levellers,Selecter,Nottingham Rock City,
11 November 2017,On this day in 2017 Mike saw Brix and the Extricated at Leicester The Cookie,11,11,2017,Brix and the Extricated,Brix and the Extricated,,Leicester The Cookie,
12 November 1989,On this day in 1989 Mike saw Ian McCulloch supported by Corn Dollies at Cambridge Corn Exchange,12,11,1989,Ian McCulloch,Ian McCulloch,Corn Dollies,Cambridge Corn Exchange,
12 November 1994,On this day in 1994 Mike saw Pagan Billy at Girton Social Club,12,11,1994,Pagan Billy,Pagan Billy,,Girton Social Club,
12 November 1996,On this day in 1996 Mike saw Bis supported by Thee Raincoats at Cambridge - The Junction,12,11,1996,Bis,Bis,Thee Raincoats,Cambridge - The Junction,
12 November 2014,On this day in 2014 Mike saw Thurston Moore supported by Mark Gardener at Nottingham Bodega,12,11,2014,Thurston Moore,Thurston Moore,Mark Gardener,Nottingham Bodega,
12 November 2017,On this day in 2017 Mike saw Pop Will Eat Itself supported by Senser at Leicester Dryden Street Social,12,11,2017,Pop Will Eat Itself,Pop Will Eat Itself,Senser,Leicester Dryden Street Social,
13 November 2015,On this day in 2015 Mike saw Complete Stone Roses at Leicester The Donkey,13,11,2015,Complete Stone Roses,The Complete Stone Roses,,Leicester The Donkey,
14 November 1986,On this day in 1986 Mike saw Mission supported by Rose of Avalanche at Cardiff University,14,11,1986,Mission,The Mission,Rose of Avalanche,Cardiff University,
14 November 1995,On this day in 1995 Mike saw Chumbawamba supported by Cardiacs at Cambridge - The Junction,14,11,1995,Chumbawamba,Chumbawamba,Cardiacs,Cambridge - The Junction,
14 November 2006,On this day in 2006 Mike saw Sunshine Underground at Leicester - The Charlotte,14,11,2006,Sunshine Underground,The Sunshine Underground,,Leicester - The Charlotte,
14 November 2010,On this day in 2010 Mike saw Klaxons at Nottingham Rock City,14,11,2010,Klaxons,Klaxons,,Nottingham Rock City,
15 November 1995,On this day in 1995 Mike saw Foo Fighters supported by Built To Spill at Brixton Academy,15,11,1995,Foo Fighters,Foo Fighters,Built To Spill,Brixton Academy,
15 November 2014,On this day in 2014 Mike saw Smyths supported by Lambone Splinter at Leicester The Cookie,15,11,2014,Smyths,The Smyths,Lambone Splinter,Leicester The Cookie,
16 November 1989,"On this day in 1989 Mike saw Red Lorry Yellow Lorry supported by MDMA, Jive Turkey at University of London (ULU)",16,11,1989,Red Lorry Yellow Lorry,Red Lorry Yellow Lorry,"MDMA, Jive Turkey",University of London (ULU),
16 November 1990,On this day in 1990 Mike saw Pale Saints supported by Edsel Auctioneer at Warrington Legends,16,11,1990,Pale Saints,Pale Saints,Edsel Auctioneer,Warrington Legends,
16 November 2013,On this day in 2013 Mike saw Lambone Splinter at Leicester The Cookie,16,11,2013,Lambone Splinter,The Smyths,,Leicester The Cookie,
17 November 1984,On this day in 1984 Mike saw Hawkwind at Cardiff University,17,11,1984,Hawkwind,Hawkwind,,Cardiff University,
17 November 1990,On this day in 1990 Mike saw Cud supported by Bungalow at Sheffield Leadmill,17,11,1990,Cud,Cud,Bungalow,Sheffield Leadmill,
17 November 1995,On this day in 1995 Mike saw Oasis supported by Smaller at Leicester Granby Halls,17,11,1995,Oasis,Oasis,Smaller,Leicester Granby Halls,
17 November 2005,On this day in 2005 Mike saw Wedding Present at Leicester - The Charlotte,17,11,2005,Wedding Present,The Wedding Present,,Leicester - The Charlotte,
17 November 2018,"On this day in 2018 Mike saw Shame supported by HMLTD, Fontaines DC at Leicester University",17,11,2018,Shame,Shame,"HMLTD, Fontaines DC",Leicester University,
19 November 2003,On this day in 2003 Mike saw Sea Power at Nottingham Rescue Rooms,19,11,2003,Sea Power,Sea Power,,Nottingham Rescue Rooms,
20 November 1991,On this day in 1991 Mike saw Family Cat supported by Reach at Plymouth Cooperage,20,11,1991,Family Cat,The Family Cat,Reach,Plymouth Cooperage,
20 November 1993,On this day in 1993 Mike saw Teenage Fan Club supported by Juliana Hatfield at Cambridge Corn Exchange,20,11,1993,Teenage Fan Club,Teenage Fan Club,Juliana Hatfield,Cambridge Corn Exchange,
20 November 2019,On this day in 2019 Mike saw Feeder at Nottingham Rock City,20,11,2019,Feeder,Feeder,,Nottingham Rock City,
21 November 1993,On this day in 1993 Mike saw Debbie Harry at Cambridge Corn Exchange,21,11,1993,Debbie Harry,Debbie Harry,,Cambridge Corn Exchange,
21 November 2012,"On this day in 2012 Mike saw Cable at Derby, The Venue",21,11,2012,Cable,Cable,,"Derby, The Venue",
22 November 1989,On this day in 1989 Mike saw Primitives supported by Pale Saints at Cambridge Corn Exchange,22,11,1989,Primitives,The Primitives,Pale Saints,Cambridge Corn Exchange,
22 November 2004,On this day in 2004 Mike saw Damned supported by Independants at Leicester - The Charlotte,22,11,2004,Damned,The Damned,Independants,Leicester - The Charlotte,
22 November 2010,On this day in 2010 Mike saw Wedding Present supported by Ringo Death Starr at Leicester O2 Academy,22,11,2010,Wedding Present,The Wedding Present,Ringo Death Starr,Leicester O2 Academy,
23 November 1990,On this day in 1990 Mike saw Wedding Present supported by Boo Radleys at Norwich University (UEA),23,11,1990,Wedding Present,The Wedding Present,Boo Radleys,Norwich University (UEA),
23 November 1992,On this day in 1992 Mike saw Faith No More supported by L7 at Cambridge Corn Exchange,23,11,1992,Faith No More,Faith No More,L7,Cambridge Corn Exchange,
23 November 2019,On this day in 2019 Mike saw Fontaines DC at Sheffield Leadmill,23,11,2019,Fontaines DC,Fontaines DC,,Sheffield Leadmill,
24 November 1989,On this day in 1989 Mike saw Dr Feelgood supported by Hamsters at Cambridge Corn Exchange,24,11,1989,Dr Feelgood,Dr Feelgood,Hamsters,Cambridge Corn Exchange,
24 November 1990,"On this day in 1990 Mike saw Teenage Fan Club supported by Gumball, The Nightjars at Cambridge - The Junction",24,11,1990,Teenage Fan Club,Teenage Fan Club,"Gumball, The Nightjars",Cambridge - The Junction,
24 November 2008,On this day in 2008 Mike saw View at Leicester - The Charlotte,24,11,2008,View,The View,,Leicester - The Charlotte,
24 November 2010,On this day in 2010 Mike saw Interpol supported by Surfer Blood at Nottingham Rock City,24,11,2010,Interpol,Interpol,Surfer Blood,Nottingham Rock City,
24 November 2014,On this day in 2014 Mike saw Jesus and Mary Chain supported by Amazing Snakeheads at London - The Troxy,24,11,2014,Jesus and Mary Chain,Jesus & Mary Chain,Amazing Snakeheads,London - The Troxy,
25 November 1989,On this day in 1989 Mike saw House of Love supported by Something Pretty Beautiful at Loughborough University,25,11,1989,House of Love,House of Love,Something Pretty Beautiful,Loughborough University,
